"id","sex","birthdate","status","mom","dad","number_littermates","litrank","birthYear","clan","rank","stan_rank","dengrad","weaned","disappeared","disappeared_event_status","dispersal","mating"
"lsd","m",2010-01-04,"r","ele",NA,"0",NA,2010,"serena.n",10,-0.05,2010-11-21,2010-09-09,2011-06-06,"dls",NA,NA
"lstr","u",2013-12-22,"r","mtn",NA,NA,NA,2013,"serena.s",16,-0.76,NA,NA,2014-01-19,"dls",NA,NA
"lucy","f",1997-09-01,"r","bsh",NA,"0",NA,1997,"talek",1,1,NA,NA,1997-10-04,"dls",NA,NA
"luda","f",2011-04-17,"r","zoey",NA,NA,NA,2011,"serena.n",2,0.89,NA,2012-04-18,2012-06-14,"dls",NA,NA
"ludi","u",2014-08-05,"r","ali",NA,"1","1",2014,"talek",27,-0.15,NA,NA,2014-11-19,"dls",NA,NA
"lugi","f",2013-08-18,"r","cart","fw","1","2",2013,"talek",46,-0.91,2014-05-21,2014-07-10,NA,"dls",NA,2017-04-16
"luk","m",1997-12-08,"r","sein","wald","0","1",1997,"talek",2,0.92,NA,NA,1998-01-22,"dead",NA,NA
"lun","u",2014-01-20,"r","hon",NA,"0",NA,2014,"talek",30,-0.28,NA,NA,2014-04-05,"dead",NA,NA
"luo","m",2004-02-07,"r","art",NA,"1","1",2004,"talek",3,0.73,2004-09-01,2004-10-07,2008-03-20,"dls",2007-05-07,NA
"lust","f",2011-09-06,"r","arg","hrlm","1","2",2011,"talek",31,-0.57,2012-07-07,2012-06-10,NA,"dls",NA,2014-10-11
"lux","m",2009-12-24,"r","taj",NA,"1","2",2009,"serena.s",8,0,2010-10-29,2010-07-26,2011-05-25,"dls",NA,NA
"lyco","f",2013-03-26,"r","bab","kto","1",NA,2013,"talek",41,-0.7,2014-02-27,2013-08-19,NA,"dls",NA,2016-10-13
"lyle","f",2008-10-30,"r","bab",NA,"0",NA,2008,"talek",19,-0.89,2009-06-24,2009-06-11,2012-04-20,"dls",NA,2011-09-02
"maa","f",2012-10-12,"r","art","hrlm",NA,NA,2012,"talek",24,0.08,2013-07-29,2013-09-16,2018-10-27,"dls",NA,2014-11-10
"mac","f",2001-08-10,"r","ger",NA,"1","1",2001,"talek",11,-0.17,NA,2002-10-05,2005-07-11,"dls",NA,2004-08-24
"mag","u",2000-11-26,"r","ali",NA,"0",NA,2000,"talek",4,0.6,NA,NA,2001-02-18,"dls",NA,NA
"maka","m",1995-03-15,"r","coch",NA,"0",NA,1995,"talek",11,0.31,1995-10-15,NA,1995-11-01,"dead",NA,NA
"maku","u",2011-12-05,"r","slin",NA,"1","2",2011,"serena.s",3,0.76,NA,NA,2012-01-29,"dead",NA,NA
"mali","f",1996-10-13,"r","jab",NA,"1","2",1996,"talek",6,0.65,1997-04-08,1997-10-01,2006-01-13,"dls",NA,1999-12-09
"malo","m",2011-12-27,"r","saw",NA,NA,NA,2011,"happy.zebra",4,0.45,2012-10-24,2012-09-17,2013-10-07,"dead",NA,NA
"malr","u",2014-07-18,"r","mtn",NA,"1","2",2014,"serena.s",17,-0.77,NA,NA,2014-11-04,"dls",NA,NA
"mang","u",2011-12-21,"r","lyle",NA,"1","1",2011,"talek",36,-0.84,NA,NA,2012-05-15,"dls",NA,NA
"mapi","u",2008-04-08,"r","hel",NA,"1","2",2008,"talek",2,0.89,NA,NA,2008-07-24,"dls",NA,NA
"mar","f",1988-10-30,"r","bam",NA,"1","1",1988,"talek",15,-0.33,1989-12-16,1990-01-04,1990-05-26,"dead",NA,NA
"mari","f",2011-01-02,"r","digs",NA,"0",NA,2011,"serena.n",1,1,2011-10-26,2011-09-26,2011-11-16,"dls",NA,NA
"maro","u",2016-02-16,"r","cart",NA,"1","1",2016,"talek",56,-0.86,2016-10-23,2016-09-20,NA,"dls",NA,NA
"mas","m",2005-11-20,"r","tia",NA,"1","1",2005,"talek",2,0.88,2006-09-02,2006-11-27,2006-12-06,"dls",NA,NA
"mat","u",2002-06-10,"r","hg",NA,"1",NA,2002,"talek",9,-0.06,2003-04-05,2002-12-30,2003-06-22,"dls",NA,NA
"mati","u",2017-11-16,"r","pol",NA,"0",NA,2017,"serena.n",12,-0.04,NA,NA,2017-12-18,"dls",NA,NA
"mavi","f",2016-11-25,"r","ffl",NA,"1","1",2016,"talek",43,-0.42,2017-11-18,NA,NA,"dls",NA,2020-07-01
"mayo","u",2010-11-16,"r","clov",NA,"2","3",2010,"serena.s",1,1,NA,NA,2011-01-29,"dead",NA,NA
"maz","f",1996-11-14,"r","jj","rcn","0",NA,1996,"talek",12,0.24,1997-06-13,1997-08-03,1997-11-27,"dls",NA,NA
"mc4","u",1996-04-25,"r","es",NA,"0",NA,1996,"talek",25,-0.65,NA,NA,1996-05-31,"dead",NA,NA
"mca","m",1999-04-17,"r","gol",NA,"1","2",1999,"talek",23,-0.46,1999-12-05,2000-04-10,2001-12-05,"dls",NA,NA
"mcds","m",2014-12-01,"r","brgr",NA,"0",NA,2014,"talek",16,0.33,NA,NA,2018-01-24,"dls",NA,NA
"mchl","m",2012-11-17,"r","ele",NA,"1","1",2012,"serena.n",14,-0.3,NA,2013-10-18,2016-08-31,"dls",NA,NA
"mcu","u",2005-01-15,"r","ger",NA,"0",NA,2005,"talek",14,-0.44,NA,NA,2005-04-24,"dead",NA,NA
"md","m",1990-09-15,"r","mw","1019","1","1",1990,"talek",4,0.7,1991-05-29,1991-10-21,1991-11-07,"dead",NA,NA
"mdrk","f",2016-01-07,"r","silk",NA,"0",NA,2016,"happy.zebra",18,-0.7,2016-09-29,NA,2019-04-14,"dls",NA,NA
"mdsn","m",2002-11-20,"r","nav",NA,"1",NA,2002,"talek",12,-0.46,2003-09-22,2004-02-11,2004-12-23,"dls",NA,NA
"meko","m",2014-01-21,"r","juno",NA,"1","2",2014,"talek",5,0.82,2014-08-11,2015-01-16,2017-08-21,"dls",NA,NA
"meln","m",2015-06-27,"r","fuzz",NA,"1","1",2015,"serena.n",16,-0.5,NA,NA,2016-04-16,"dls",NA,NA
"merc","m",2018-11-25,"r","silk",NA,"1","1",2018,"happy.zebra",21,-0.73,2019-11-25,NA,2021-09-06,"dls",NA,NA
"merl","f",2013-07-21,"r","hex","oak","1",NA,2013,"talek",40,-0.65,2014-04-23,2014-05-26,2021-02-26,"dls",NA,2016-07-13
"mgl","u",1994-01-25,"r","bb",NA,"0",NA,1994,"talek",4,0.73,NA,NA,1994-03-05,"dead",NA,NA
"mgta","f",2009-01-10,"r","mos",NA,"1","1",2009,"talek",4,0.71,2009-08-05,2009-10-09,2019-05-30,"dls",NA,2011-09-15
"mh","f",1994-06-22,"r","bb",NA,"1","1",1994,"talek",4,0.73,1995-01-26,1995-12-30,1996-03-12,"",NA,NA
"miba","u",2015-08-25,"r","aqua",NA,"1",NA,2015,"talek",13,0.44,2016-04-13,2016-07-18,2021-07-02,"dls",NA,NA
"midd","f",2009-07-19,"r","sam",NA,"1","2",2009,"talek",9,0.23,2010-05-09,2010-08-07,2012-06-07,"dls",NA,NA
"mim","m",2013-12-30,"r","hkr",NA,"1","1",2013,"serena.n",7,0.4,2014-10-10,2014-05-27,2016-09-12,"dls",NA,NA
"mino","m",2011-10-16,"r","pan",NA,"1","1",2011,"talek",7,0.68,2012-06-22,2012-11-29,2014-11-20,"dls",NA,NA
"mira","f",2015-12-02,"r","taj",NA,"1","2",2015,"serena.s",10,-0.12,2016-10-04,NA,2017-03-05,"dls",NA,NA
"misu","f",2016-12-27,"r","pces",NA,"0",NA,2016,"talek",24,0.22,2018-01-13,NA,2020-07-25,"dls",NA,NA
"mjag","f",2015-06-04,"r","jlp",NA,"1","2",2015,"serena.s",16,-0.87,NA,NA,2016-05-12,"dls",NA,NA
"mjv","m",2010-12-24,"r","cen",NA,"1","1",2010,"talek",6,0.64,2011-07-01,NA,2011-09-15,"dls",NA,NA
"mk","m",1990-04-30,"r","bam",NA,"0","1",1990,"talek",14,-0.3,1990-12-31,NA,1991-03-12,"dead",NA,NA
"mml","u",2010-11-01,"r","arro",NA,"1","2",2010,"serena.n",9,0.05,NA,NA,2011-01-05,"dls",NA,NA
"mmm","m",2010-12-04,"r","ele",NA,"1","2",2010,"serena.n",10,-0.05,2011-09-28,2011-10-14,2011-11-17,"dls",NA,NA
"mmn","f",2005-04-15,"r","bsl",NA,"1","2",2005,"talek",17,-0.77,2005-09-26,NA,2005-11-19,"dls",NA,NA
"mmth","u",2009-02-25,"r","badg",NA,"1","2",2009,"serena.s",10,-0.28,2009-10-10,2009-09-07,2010-03-26,"dls",NA,NA
"mnkn","m",2016-12-23,"r","unag",NA,"1",NA,2016,"talek",15,0.52,2017-10-25,NA,NA,"dls",NA,NA
"mnr","m",2002-11-20,"r","nav",NA,"1",NA,2002,"talek",12,-0.46,2003-10-02,2004-02-10,2010-06-11,"dls",2008-11-02,NA
"mnst","f",2015-02-04,"r","pike",NA,"1","2",2015,"happy.zebra",1,1,2015-11-30,2015-11-13,2016-01-02,"dead",NA,NA
"moh","m",2015-11-05,"r","rast",NA,"1","2",2015,"serena.s",5,0.5,2016-10-13,2016-08-01,2017-04-02,"dls",NA,NA
"moil","m",2001-11-10,"r","bail",NA,NA,NA,2001,"talek",18,-1,2002-09-10,2002-11-30,2003-01-15,"dls",NA,NA
"moji","f",2012-09-17,"r","snap",NA,"0",NA,2012,"happy.zebra",3,0.66,2013-07-15,2013-09-26,2013-11-11,"dls",NA,NA
"mojo","m",1999-11-17,"r","bail",NA,"1","2",1999,"talek",22,-0.4,2000-07-27,2000-08-28,2004-11-27,"dls",2003-11-17,NA
"molo","m",2008-04-15,"r","art",NA,"1","1",2008,"talek",8,0.26,2009-01-22,2009-02-20,2010-07-11,"dls",NA,NA
"momo","m",2015-10-06,"r","ana",NA,"1","1",2015,"serena.n",4,0.7,2016-07-27,2016-09-23,NA,"",2019-12-16,NA
"mono","f",2008-07-22,"r","adon",NA,"1","1",2008,"talek",6,0.47,2009-04-18,2009-08-20,2013-03-15,"dls",NA,2011-06-07
"moo","f",2016-06-25,"r","gel",NA,"1","1",2016,"talek",34,-0.11,2017-04-22,2017-06-27,2018-02-25,"dls",NA,NA
"mop","m",1991-11-13,"r","dj","en","0","1",1991,"talek",3,0.8,NA,NA,1992-05-24,"dead",NA,NA
"mor","m",1998-11-21,"r","jj",NA,"1","2",1998,"talek",14,0.07,NA,NA,1999-07-05,"dead",NA,NA
"mori","m",2016-05-15,"r","slin",NA,"1","2",2016,"serena.s",10,0.21,2017-02-22,2017-02-23,2017-02-25,"dls",NA,NA
"mos","f",2003-02-18,"r","mrph",NA,"1","2",2003,"talek",1,1,2003-10-28,2004-02-12,2013-05-15,"dead",NA,2005-12-28
"mota","u",2012-01-18,"r","digs",NA,"1","1",2012,"serena.n",4,0.7,NA,NA,2012-02-21,"dls",NA,NA
"mow","u",2014-10-14,"r","blg",NA,"1","1",2014,"serena.s",14,-0.44,NA,NA,2014-11-25,"dls",NA,NA
"mp","f",1994-07-23,"r","dj","bag","1","1",1994,"talek",6,0.56,1995-03-18,1995-08-30,2013-07-13,"dls",NA,1998-03-22
"mprs","f",2018-12-03,"r","snug",NA,"1","1",2018,"serena.s",11,-0.11,2019-10-27,NA,2022-11-22,"dls",NA,2021-09-22
"mrci","m",2016-11-19,"r","umbr",NA,"0",NA,2016,"talek",16,0.49,2017-11-21,NA,2019-09-08,"dls",NA,NA
"mrph","f",1996-06-25,"r","bsh",NA,"1","1",1996,"talek",1,1,1996-12-24,1997-06-01,2011-04-10,"dead",NA,1998-08-02
"mrs","m",2001-01-05,"r","oke",NA,"1","1",2001,"talek",10,-0.05,2001-09-18,2002-05-16,2003-12-31,"dls",NA,NA
"mrsb","m",2013-10-22,"r","wafl","lpr","1","1",2013,"serena.n",1,1,NA,2014-09-13,2017-10-02,"dls",NA,NA
"mrti","f",2015-05-02,"r","snap",NA,"1","1",2015,"happy.zebra",8,0.22,NA,2016-01-20,2016-04-13,"dls",NA,NA
"msha","f",1996-08-27,"r","bm",NA,"0",NA,1996,"talek",29,-0.93,1997-07-26,1997-11-16,1997-11-30,"dls",NA,NA
"msl","f",2005-12-05,"r","mp",NA,"1","1",2005,"talek",11,-0.11,2006-09-02,2006-11-13,2011-02-01,"dls",NA,2009-04-06
"mstd","u",2009-02-25,"r","badg",NA,"1","1",2009,"serena.s",10,-0.28,NA,NA,2009-06-06,"dls",NA,NA
"mstm","u",2016-11-03,"r","whiz",NA,"1","2",2016,"serena.s",8,0.39,NA,NA,2017-05-27,"dls",NA,NA
"mt","f",2009-12-25,"r","adon",NA,"1","1",2009,"talek",6,0.52,2010-08-03,2011-01-03,2014-04-12,"dead",NA,2013-04-08
"mthr","u",1999-11-27,"r","kip",NA,"0",NA,1999,"talek",7,0.6,NA,NA,1999-12-04,"dls",NA,NA
"mu","m",1988-11-20,"r","sr",NA,"1","2",1988,"talek",10,0.14,1989-09-08,1990-05-31,1999-03-05,"dead",NA,NA
"muga","m",2014-03-28,"r","roos",NA,"0",NA,2014,"talek",43,-0.86,2015-01-05,NA,2016-11-10,"dls",NA,NA
"muki","m",2015-05-11,"r","bora",NA,"1","1",2015,"talek",22,0.02,2016-03-16,2016-07-27,2019-11-19,"dls",NA,NA
"mung","u",2018-01-18,"r","pike",NA,"1","2",2018,"happy.zebra",1,1,2018-09-14,NA,2018-10-27,"dls",NA,NA
"muon","f",2011-10-13,"r","ojy",NA,"1","1",2011,"happy.zebra",8,-0.27,2012-10-18,2012-10-26,NA,"dls",NA,2015-04-05
"muss","m",2015-01-31,"r","gel",NA,"1",NA,2015,"talek",24,-0.06,NA,2016-06-11,2017-07-02,"dls",NA,NA
"musu","m",2011-01-23,"r","juno",NA,"0",NA,2011,"talek",2,0.94,2011-09-25,NA,2011-11-05,"dls",NA,NA
"myth","m",2016-07-04,"r","atac",NA,NA,NA,2016,"talek",9,0.72,2017-01-19,2017-08-05,2021-07-24,"dls",NA,NA
"naga","f",2017-05-25,"r","ana",NA,"1","1",2017,"serena.n",4,0.71,NA,NA,2023-03-09,"dls",NA,2020-11-20
"nago","f",2016-01-09,"r","hrpy",NA,NA,NA,2016,"talek",14,0.55,2016-10-07,2017-03-14,2017-06-12,"dead",NA,NA
"nali","m",2011-11-04,"r","clov",NA,"0",NA,2011,"serena.s",1,1,2012-05-22,2012-10-05,NA,"dls",2018-08-07,NA
"nam","u",2000-06-05,"r","cr",NA,"0",NA,2000,"talek",13,-0.6,NA,NA,2000-06-27,"dls",NA,NA
"nano","f",2016-07-19,"r","buar",NA,NA,NA,2016,"talek",1,1,2017-04-15,2017-04-02,NA,"dls",NA,2019-07-11
"narw","u",2014-11-02,"r","tero",NA,"1","2",2014,"serena.n",17,-0.88,NA,NA,2014-11-24,"dead",NA,NA
"natg","m",2011-12-17,"r","hwk",NA,NA,NA,2011,"happy.zebra",6,0.09,2012-10-08,2012-12-11,2016-01-21,"dls",NA,NA
"naut","m",2018-11-21,"r","rumg",NA,NA,NA,2018,"happy.zebra",8,0.39,2019-11-21,NA,2020-03-20,"dls",NA,NA
"nav","f",1992-11-07,"r","coch","en","1","2",1992,"talek",5,0.55,1993-06-08,1993-11-29,2016-07-20,"dls",NA,1996-07-05
"ncl","m",2003-07-26,"r","ath",NA,NA,NA,2003,"talek",4,0.62,NA,NA,2004-01-08,"dls",NA,NA
"nemo","u",2011-09-14,"r","mtn",NA,"1","1",2011,"serena.s",17,-0.88,NA,NA,2012-01-23,"dead",NA,NA
"neo","f",2014-05-22,"r","coel",NA,"1","1",2014,"happy.zebra",5,0.46,2015-03-02,2015-04-14,2015-10-08,"dls",NA,NA
"neon","f",2010-12-26,"r","yog","bca","0",NA,2010,"talek",22,-0.5,2011-11-18,2011-12-05,2020-02-14,"dls",NA,2013-12-03
"nerd","m",2015-03-15,"r","whiz",NA,"1","1",2015,"serena.s",4,0.62,NA,2015-08-20,2015-11-22,"dls",NA,NA
"nike","u",2009-11-10,"r","hex",NA,"1",NA,2009,"talek",18,-0.61,NA,NA,2010-01-28,"dls",NA,NA
"niko","m",2016-12-27,"r","tedy",NA,"0",NA,2016,"serena.n",6,0.54,2017-09-11,2018-04-14,2020-03-02,"dls",NA,NA
"nmn","u",2014-05-16,"r","ring",NA,"1","2",2014,"happy.zebra",15,-0.86,NA,NA,2014-09-25,"dead",NA,NA
"no","m",1994-11-15,"r","scy",NA,"1","2",1994,"talek",16,-0.3,NA,NA,1995-03-26,"dead",NA,NA
"nod","m",1996-10-13,"r","ua","mike","1","2",1996,"talek",19,-0.24,1997-05-25,1997-10-21,2001-02-15,"dls",NA,NA
"nogn","m",2015-06-27,"r","fuzz",NA,"1","2",2015,"serena.n",16,-0.5,NA,NA,2016-04-16,"dls",NA,NA
"nola","f",2000-09-25,"r","mp",NA,"0",NA,2000,"talek",6,0.33,2001-07-02,2001-08-15,2002-03-27,"dls",NA,NA
"nons","u",2015-03-10,"r","ink",NA,"2",NA,2015,"serena.n",15,-0.4,NA,2015-04-08,2015-04-10,"dls",NA,NA
"noot","f",2014-07-13,"r","digs","lpr","1","1",2014,"serena.n",3,0.76,NA,2015-03-31,2016-01-18,"dls",NA,NA
"nozz","u",2017-12-03,"r","fuzz",NA,"1",NA,2017,"serena.n",18,-0.61,NA,NA,2017-12-23,"dls",NA,NA
"nrna","m",2009-02-01,"r","saw",NA,NA,NA,2009,"happy.zebra",4,0.45,2009-11-09,2009-09-30,2010-03-28,"dls",NA,NA
"nrwl","m",2014-11-02,"r","tero",NA,"1","1",2014,"serena.n",17,-0.88,NA,2015-09-17,2015-10-20,"dls",NA,NA
"nsh","m",2018-12-03,"r","sgl",NA,"1","2",2018,"happy.zebra",23,-0.91,2019-12-03,NA,2020-02-23,"dls",NA,NA
"nshd","m",2015-01-31,"r","silk",NA,"1","1",2015,"happy.zebra",16,-0.66,NA,2015-07-02,2015-10-29,"dls",NA,NA
"nsi","u",1996-12-15,"r","kip",NA,"0",NA,1996,"talek",5,0.72,NA,NA,1997-02-22,"dead",NA,NA
"ntz","m",2000-12-25,"r","mali",NA,"1","1",2000,"talek",5,0.46,2001-11-14,2002-04-07,2002-12-27,"dls",NA,NA
"nudi","f",2015-06-06,"r","ffl",NA,"1","2",2015,"talek",31,-0.39,2016-03-17,2016-09-11,2021-06-11,"dls",NA,2019-06-13
"nvrl","m",2009-02-01,"r","saw",NA,"1",NA,2009,"happy.zebra",4,0.45,NA,NA,2009-02-16,"dead",NA,NA
"nwfi","f",2015-07-24,"r","tru",NA,"0",NA,2015,"serena.s",13,-0.5,NA,NA,2015-12-22,"dls",NA,NA
"nxn","m",2000-10-03,"r","nav",NA,"1","1",2000,"talek",10,-0.2,2001-07-30,2002-07-11,2003-12-13,"dls",NA,NA
"nybl","m",2014-08-23,"r","buar",NA,"1","2",2014,"talek",2,0.95,NA,2015-03-16,2015-06-24,"dead",NA,NA
"nym","f",2016-12-05,"r","bnt",NA,"1","1",2016,"talek",26,0.15,2017-10-06,NA,2018-06-19,"dls",NA,NA
"obam","f",2008-11-13,"r","nav",NA,"1","2",2008,"talek",16,-0.57,2009-07-16,2010-01-06,2014-04-12,"dead",NA,2010-08-20
"odb","u",2013-01-12,"r","zoey",NA,"1","1",2013,"serena.n",5,0.6,NA,NA,2013-03-06,"dls",NA,NA
"odd","f",2012-01-03,"r","mgta","tija","1","1",2012,"talek",13,0.52,2012-09-14,2013-04-13,NA,"dls",NA,2015-04-14
"ok","u",2007-03-01,"r","ffl",NA,"1",NA,2007,"talek",10,-0.2,NA,NA,2007-10-18,"dls",NA,NA
"oke","f",1997-11-24,"r","hg","mer","1","1",1997,"talek",12,0.21,1998-08-06,1999-03-13,2003-02-01,"dead",NA,2000-09-17
"olia","u",2003-01-07,"r","ger",NA,NA,NA,2003,"talek",14,-0.62,NA,NA,2003-07-12,"dls",NA,NA
"olo","u",1998-11-30,"r","ger",NA,"1","2",1998,"talek",15,0,NA,NA,1999-02-03,"dead",NA,NA
"oly","m",1995-11-07,"r","gil","fn","1","1",1995,"talek",3,0.86,1996-06-24,1996-09-17,1999-06-20,"dls",NA,NA
"ome","m",1997-02-02,"r","sx","tz","1","1",1997,"talek",16,-0.07,1997-07-06,1998-07-29,2000-06-20,"dls",2001-08-02,NA
"omg","u",2013-12-09,"r","dk",NA,"1",NA,2013,"talek",47,-0.95,NA,NA,NA,"dls",NA,NA
"omly","f",2016-01-04,"r","jlyr",NA,"0",NA,2016,"happy.zebra",7,0.4,2016-11-20,2017-07-21,2023-03-10,"dls",NA,2020-07-19
"omo","u",2013-11-27,"r","ted",NA,"1",NA,2013,"talek",14,0.44,NA,NA,2014-01-04,"dls",NA,NA
"onix","m",2015-09-30,"r","mgta",NA,"0",NA,2015,"talek",36,-0.62,2016-08-18,2016-12-17,2017-12-01,"dls",NA,NA
"opa","m",1997-11-12,"r","gol","mig","1","2",1997,"talek",23,-0.57,1998-09-28,1999-01-23,1999-05-26,"dls",NA,NA
"opie","u",2015-12-17,"r","rama",NA,"1","1",2015,"serena.n",17,-0.6,NA,NA,2016-04-16,"dls",NA,NA
"orb","f",2016-05-31,"r","arba",NA,"1","2",2016,"happy.zebra",3,0.8,NA,NA,2017-02-10,"dls",NA,NA
"orca","u",2016-02-14,"r","tero",NA,"1","2",2016,"serena.n",22,-0.9,NA,NA,2016-04-16,"dls",NA,NA
"orff","m",1994-07-01,"r","hk",NA,"1","1",1994,"talek",18,-0.47,1995-02-06,NA,1995-02-18,"dead",NA,NA
"ori","u",1996-08-03,"r","sx",NA,"0",NA,1996,"talek",16,-0.03,NA,NA,1996-08-26,"dls",NA,NA
"oros","u",2013-12-13,"r","coel",NA,"1",NA,2013,"happy.zebra",3,0.66,NA,NA,2014-01-17,"dls",NA,NA
"otis","m",2015-01-31,"r","tilt",NA,NA,NA,2015,"talek",30,-0.34,NA,2016-03-13,2021-01-30,"dls",NA,NA
"ouz","m",2000-06-01,"r","ua",NA,NA,NA,2000,"talek",14,-0.73,NA,NA,2001-06-08,"dls",NA,NA
"pais","f",2017-10-09,"r","bilj",NA,"1","1",2017,"serena.n",17,-0.52,NA,NA,2021-03-12,"dls",NA,NA
"pala","f",2010-12-16,"r","taj",NA,"1","2",2010,"serena.s",8,0.17,2011-09-06,2011-11-09,2023-06-17,"dead",NA,2014-01-15
"pan","f",2004-05-20,"r","mrph",NA,"1","1",2004,"talek",1,1,2005-03-01,2005-03-14,2013-03-21,"dead",NA,2006-07-07
"pant","m",2010-12-21,"r","hel",NA,"1","2",2010,"talek",4,0.78,2011-06-13,2011-09-20,2015-02-01,"dls",2014-01-06,NA
"par","f",1993-07-15,"r","gw","rcn","0",NA,1993,"talek",10,0.1,1994-04-03,NA,2004-02-10,"dls",NA,1997-07-31
"parc","f",2008-07-22,"r","adon",NA,"1","2",2008,"talek",6,0.47,2009-05-04,2009-07-18,NA,"dls",NA,2011-08-07
"pboy","u",2013-11-07,"r","hwk",NA,"1","2",2013,"happy.zebra",7,0,NA,NA,2014-01-11,"dls",NA,NA
"pbut","f",2013-07-04,"r","parc","hrlm","1","1",2013,"talek",19,0.23,2014-04-30,2014-02-15,2019-11-15,"dls",NA,2015-09-10
"pces","f",2013-12-02,"r","twst","khtm","1","1",2013,"talek",16,0.36,2014-11-05,2014-12-08,2022-06-16,"dls",NA,2016-09-08
"pcs","m",2000-03-24,"r","hg",NA,"1","2",2000,"talek",7,0.2,NA,NA,2000-09-05,"dead",NA,NA
"pdot","u",2017-04-25,"r","bilj",NA,"1",NA,2017,"serena.n",17,-0.52,NA,NA,2017-05-20,"dls",NA,NA
"pdtn","u",2015-11-17,"r","sau",NA,"1","1",2015,"serena.n",7,0.4,2016-07-30,2016-09-09,2018-08-20,"dls",NA,NA
"pedo","u",2014-08-05,"r","ali",NA,"1","2",2014,"talek",27,-0.15,NA,NA,2014-10-31,"dls",NA,NA
"pene","m",2010-04-03,"r","guci",NA,NA,NA,2010,"talek",14,0.07,2010-11-12,2011-07-20,2016-11-26,"dead",NA,NA
"perl","u",2017-11-23,"r","rumg",NA,"1","1",2017,"happy.zebra",8,0.36,NA,NA,2018-01-15,"dls",NA,NA
"pf","m",1995-05-20,"r","bail",NA,"0",NA,1995,"talek",18,-0.17,1996-02-14,1996-07-01,1996-07-28,"dead",NA,NA
"pfi","m",2004-08-07,"r","csn",NA,"1","1",2004,"talek",6,0.33,2005-04-29,NA,2005-05-11,"dead",NA,NA
"ph","u",2009-12-24,"r","taj",NA,NA,NA,2009,"serena.s",8,0,NA,NA,2010-04-05,"dls",NA,NA
"phln","u",2014-11-14,"r","fuzz",NA,"0",NA,2014,"serena.n",13,-0.41,NA,NA,2015-01-04,"dead",NA,NA
"phrh","m",2016-05-07,"r","blg",NA,"1","1",2016,"serena.s",18,-0.47,2017-02-22,2017-06-24,NA,"dls",2019-10-29,NA
"phtm","u",2009-07-25,"r","msl",NA,"0",NA,2009,"talek",13,-0.14,NA,NA,2009-08-24,"dls",NA,NA
"phtn","f",2009-04-29,"r","ojy",NA,NA,NA,2009,"happy.zebra",8,-0.27,2010-01-04,2010-01-17,2010-03-20,"dls",NA,NA
"pic","u",1997-02-02,"r","sx",NA,"1","2",1997,"talek",16,-0.07,NA,NA,1997-04-24,"dead",NA,NA
"pica","m",2014-01-17,"r","buar",NA,NA,NA,2014,"talek",2,0.95,2014-07-24,2014-06-29,NA,"dls",NA,NA
"pig","m",1995-07-15,"r","lg",NA,"0",NA,1995,"talek",29,-0.93,NA,1996-03-19,1996-04-16,"dead",NA,NA
"pims","m",1996-10-13,"r","ua",NA,"1","1",1996,"talek",19,-0.24,1997-05-23,1997-10-21,1998-03-27,"dls",NA,NA
"pip","m",2016-10-31,"r","merl",NA,"1","1",2016,"talek",51,-0.69,2017-07-06,NA,NA,"",NA,NA
"pira","m",2009-01-10,"r","koi",NA,NA,NA,2009,"happy.zebra",1,1,NA,NA,2009-04-02,"dls",NA,NA
"pixi","f",2015-11-05,"r","rast",NA,"1","1",2015,"serena.s",5,0.5,2016-10-13,2016-08-08,2017-06-15,"dls",NA,NA
"pk","m",1990-03-22,"r","dj",NA,"0","1",1990,"talek",3,0.8,NA,NA,1990-05-02,"dead",NA,NA
"pky","m",1991-06-23,"r","lg","zip","0","1",1991,"talek",18,-0.7,1992-03-31,1992-07-17,1994-05-12,"dls",NA,NA
"pl","m",2015-04-12,"r","blg",NA,"0",NA,2015,"serena.s",12,-0.37,NA,NA,2015-07-03,"dls",NA,NA
"pla","m",2003-03-07,"r","mali",NA,NA,NA,2003,"talek",9,0,2003-11-16,2004-01-06,2004-03-02,"dls",NA,NA
"plad","u",2017-10-09,"r","bilj",NA,"1","2",2017,"serena.n",17,-0.52,NA,NA,2018-01-11,"dls",NA,NA
"plnk","m",2013-11-14,"r","boom",NA,"1","2",2013,"happy.zebra",2,0.83,2014-07-11,2014-05-17,2018-11-07,"dls",NA,NA
"plot","m",2010-01-02,"r","shrm",NA,"0",NA,2010,"serena.n",4,0.64,2011-01-27,2010-10-07,2011-04-04,"dls",NA,NA
"pnc","m",2004-06-26,"r","ali",NA,"1","2",2004,"talek",7,0.2,2005-04-29,2005-08-03,2007-08-16,"",2007-08-16,NA
"pnda","m",2010-12-25,"r","sau",NA,"0",NA,2010,"serena.n",7,0.29,2011-07-12,2011-08-24,2014-01-22,"dls",NA,NA
"pnoc","u",2017-09-05,"r","csby",NA,"1","1",2017,"happy.zebra",18,-0.54,NA,NA,2018-04-06,"dls",NA,NA
"poe","u",1996-09-24,"r","who",NA,"1","2",1996,"talek",4,0.79,NA,NA,1996-10-24,"dead",NA,NA
"pok","u",2008-04-15,"r","art",NA,"1","2",2008,"talek",8,0.26,NA,NA,2008-06-01,"dls",NA,NA
"pol","f",2009-12-01,"r","sau",NA,"1","1",2009,"serena.n",6,0.41,2010-11-19,2010-09-09,NA,"dls",NA,2014-03-27
